time,start_dates,end_dates,changes,errors,glacier_area_reference,glacier_area_observed,hydrological_correction_value,remarks,year,month,day,time,jt,mb
2016-04-29,2016.2486338797808,2016.330601092896,24.69584351272149,74.43685334997073,40888,40888,0.0,,2016,4,29,2016-04-29,2016.327868852459,-450.9306199951447
2016-05-29,2016.330601092896,2016.415300546448,37.59839863711602,77.5525744887668,40888,40888,0.0,,2016,5,29,2016-05-29,2016.4098360655737,-413.3322213580287
2016-06-29,2016.415300546448,2016.4972677595629,-32.70426448579303,77.7426249086345,40888,40888,0.0,,2016,6,29,2016-06-29,2016.4945355191257,-446.0364858438217
2016-07-29,2016.4972677595629,2016.5819672131147,-50.93647990480997,78.1997552191059,40888,40888,0.0,,2016,7,29,2016-07-29,2016.5765027322404,-496.9729657486317
2016-09-02,2016.5819672131147,2016.674863387978,-62.08473839717601,79.1917598534219,40888,40888,0.0,,2016,9,2,2016-09-02,2016.672131147541,-559.0577041458077
2016-10-30,2016.674863387978,2016.8333333333333,5.007647282513653,127.8103729810931,40888,40888,0.0,,2016,10,30,2016-10-30,2016.8306010928961,-554.0500568632941
2016-12-09,2016.8333333333333,2016.94262295082,80.22544261675301,81.308143487069,40888,40888,0.0,,2016,12,9,2016-12-09,2016.9398907103825,-473.8246142465411
2017-01-05,2016.94262295082,2017.013698630137,30.154462437476013,81.5175250660245,40888,40888,0.0,,2017,1,5,2017-01-05,2017.0136612021859,-443.6701518090651
2017-02-01,2017.013698630137,2017.0849315068488,-60.297104276474045,82.6225426871388,40888,40888,0.0,,2017,2,1,2017-02-01,2017.0874316939892,-503.96725608553913
2017-02-28,2017.0849315068488,2017.1616438356164,-34.378284028487336,82.2894573507407,40888,40888,0.0,,2017,2,28,2017-02-28,2017.1612021857923,-538.3455401140264
2017-03-29,2017.1616438356164,2017.2465753424656,-4.039661598202997,83.7184095548572,40888,40888,0.0,,2017,3,29,2017-03-29,2017.24043715847,-542.3852017122294
2017-04-28,2017.2465753424656,2017.328767123288,48.38435166206904,83.7322900239644,40888,40888,0.0,,2017,4,28,2017-04-28,2017.3224043715848,-494.0008500501604
2017-05-28,2017.328767123288,2017.4109589041093,-21.80402878672902,83.0122746350418,40888,40888,0.0,,2017,5,28,2017-05-28,2017.4043715846994,-515.8048788368894
2017-06-28,2017.4109589041093,2017.495890410959,26.57476922990503,85.8129142707561,40888,40888,0.0,,2017,6,28,2017-06-28,2017.4890710382513,-489.2301096069844
2018-06-28,2018.4136986301369,2018.495890410959,-17.02337132451703,88.9153268086838,40888,40888,0.0,,2018,6,28,2018-06-28,2018.4890710382513,-506.25348093150143
2018-07-29,2018.495890410959,2018.580821917808,-50.21610718859796,90.0190683573128,40888,40888,0.0,,2018,7,29,2018-07-29,2018.5737704918033,-556.4695881200994
2018-09-29,2018.580821917808,2018.74794520548,-94.60307393479876,161.22606570445163,40888,40888,0.0,,2018,9,29,2018-09-29,2018.7431693989072,-651.0726620548982
2018-11-07,2018.74794520548,2018.854794520548,-57.70305677006104,92.5690965512805,40888,40888,0.0,,2018,11,7,2018-11-07,2018.8497267759562,-708.7757188249592
2018-11-29,2018.854794520548,2018.9150684931508,46.94688050603702,91.3087576337386,40888,40888,0.0,,2018,11,29,2018-11-29,2018.9098360655737,-661.8288383189222
2019-01-01,2018.9150684931508,2019.0,18.059280367055976,91.4673182376999,40888,40888,0.0,,2019,1,1,2019-01-01,2019.0027322404371,-643.7695579518662
2019-01-30,2019.0,2019.0821917808216,-9.198996449589004,92.0295540482416,40888,40888,0.0,,2019,1,30,2019-01-30,2019.0819672131147,-652.9685544014552
2019-03-01,2019.0821917808216,2019.169863013699,-14.856577834273937,93.4562444760447,40888,40888,0.0,,2019,3,1,2019-03-01,2019.1639344262296,-667.8251322357291
2019-03-29,2019.169863013699,2019.2465753424656,3.68246145737794,92.9944358540672,40888,40888,0.0,,2019,3,29,2019-03-29,2019.24043715847,-664.1426707783512
2019-04-28,2019.2465753424656,2019.328767123288,6.972958578434032,93.5380270404804,40888,40888,0.0,,2019,4,28,2019-04-28,2019.3224043715848,-657.1697121999172
2019-05-29,2019.328767123288,2019.4136986301369,0.2208371647190006,93.7027885995601,40888,40888,0.0,,2019,5,29,2019-05-29,2019.4071038251366,-656.9488750351982
2019-06-28,2019.4136986301369,2019.495890410959,-20.410576867144982,94.0911696745486,40888,40888,0.0,,2019,6,28,2019-06-28,2019.4890710382513,-677.3594519023432
2019-07-29,2019.495890410959,2019.580821917808,-31.05164688726109,94.5671978235123,40888,40888,0.0,,2019,7,29,2019-07-29,2019.5737704918033,-708.4110987896042
2019-08-30,2019.580821917808,2019.6657534246576,-51.45046326469594,95.0643054199179,40888,40888,0.0,,2019,8,30,2019-08-30,2019.6612021857923,-759.8615620543002
2019-09-29,2019.6657534246576,2019.74794520548,2.667625394490983,95.8113304294788,40888,40888,0.0,,2019,9,29,2019-09-29,2019.7431693989072,-757.1939366598092
2019-10-30,2019.74794520548,2019.8328767123287,7.207315248605028,96.0332298201177,40888,40888,0.0,,2019,10,30,2019-10-30,2019.827868852459,-749.9866214112042
2019-11-29,2019.8328767123287,2019.9150684931508,11.305558308491982,96.6133239914029,40888,40888,0.0,,2019,11,29,2019-11-29,2019.9098360655737,-738.6810631027122
2020-01-01,2019.9150684931508,2020.0,-1.9198252827929991,97.0234921352541,40888,40888,0.0,,2020,1,1,2020-01-01,2020.0027322404371,-740.6008883855052
2020-02-01,2020.0,2020.084699453552,16.66618638853697,97.9329562503102,40888,40888,0.0,,2020,2,1,2020-02-01,2020.0874316939892,-723.9347019969682
2020-02-29,2020.084699453552,2020.1639344262296,-9.792948049307938,98.6274914768756,40888,40888,0.0,,2020,2,29,2020-02-29,2020.1639344262296,-733.7276500462762
2020-03-29,2020.1639344262296,2020.2486338797808,26.522876049629986,98.4304229692896,40888,40888,0.0,,2020,3,29,2020-03-29,2020.2431693989072,-707.2047739966462
2020-04-29,2020.2486338797808,2020.330601092896,22.76079865674092,98.9178982281097,40888,40888,0.0,,2020,4,29,2020-04-29,2020.327868852459,-684.4439753399053
2020-05-29,2020.330601092896,2020.415300546448,-13.554703609255968,99.3064082271588,40888,40888,0.0,,2020,5,29,2020-05-29,2020.4098360655737,-697.9986789491612
2020-06-29,2020.415300546448,2020.4972677595629,-19.776899959136927,99.7921505442114,40888,40888,0.0,,2020,6,29,2020-06-29,2020.4945355191257,-717.7755789082981
2020-07-29,2020.4972677595629,2020.5819672131147,-80.29169271569106,100.284422500738,40888,40888,0.0,,2020,7,29,2020-07-29,2020.5765027322404,-798.0672716239892
2020-09-01,2020.5819672131147,2020.6666666666667,-14.199615800106017,100.709023054916,40888,40888,0.0,,2020,9,1,2020-09-01,2020.6693989071039,-812.2668874240952
2020-09-29,2020.6666666666667,2020.7486338797808,-34.224896500657,101.12141928518,40888,40888,0.0,,2020,9,29,2020-09-29,2020.7459016393443,-846.4917839247522
2020-10-30,2020.7486338797808,2020.8333333333333,45.541863875427,101.54554733535,40888,40888,0.0,,2020,10,30,2020-10-30,2020.8306010928961,-800.9499200493252
2020-11-29,2020.8333333333333,2020.915300546448,3.622522840218039,102.210633490026,40888,40888,0.0,,2020,11,29,2020-11-29,2020.9125683060108,-797.3273972091072
2021-01-01,2020.915300546448,2021.0,22.407903246457977,102.553345101854,40888,40888,0.0,,2021,1,1,2021-01-01,2021.0027322404371,-774.9194939626492
2021-02-01,2021.0,2021.0849315068488,29.26328586249701,102.968819208137,40888,40888,0.0,,2021,2,1,2021-02-01,2021.0874316939892,-745.6562081001522
2021-02-28,2021.0849315068488,2021.1616438356164,-0.1302876438570592,103.50031749626,40888,40888,0.0,,2021,2,28,2021-02-28,2021.1612021857923,-745.7864957440092
2021-03-29,2021.1616438356164,2021.2465753424656,20.20510992403706,103.688830794919,40888,40888,0.0,,2021,3,29,2021-03-29,2021.24043715847,-725.5813858199722
2021-04-28,2021.2465753424656,2021.328767123288,-23.95158504820506,104.108882503753,40888,40888,0.0,,2021,4,28,2021-04-28,2021.3224043715848,-749.5329708681772
2021-05-29,2021.328767123288,2021.4136986301369,6.699606688106996,104.619519323061,40888,40888,0.0,,2021,5,29,2021-05-29,2021.4071038251366,-742.8333641800702
2021-06-28,2021.4136986301369,2021.495890410959,-0.6753005725369121,105.187994945594,40888,40888,0.0,,2021,6,28,2021-06-28,2021.4890710382513,-743.5086647526072
2021-07-29,2021.495890410959,2021.580821917808,-12.431777404032005,105.497025880905,40888,40888,0.0,,2021,7,29,2021-07-29,2021.5737704918033,-755.9404421566392
2021-08-30,2021.580821917808,2021.6657534246576,-41.71970998440099,105.860868884483,40888,40888,0.0,,2021,8,30,2021-08-30,2021.6612021857923,-797.6601521410402
2021-09-29,2021.6657534246576,2021.74794520548,-16.949964173927015,106.310879471902,40888,40888,0.0,,2021,9,29,2021-09-29,2021.7431693989072,-814.6101163149672
2021-10-29,2021.74794520548,2021.830136986301,13.630999999999972,106.800206081357,40888,40888,0.0,,2021,10,29,2021-10-29,2021.8251366120219,
